district,state,flood_event_count,avg_flood_duration,max_flood_duration,median_flood_duration,std_flood_duration,total_area_affected,avg_area_affected,total_human_fatalities,total_human_injuries,total_human_displaced,total_animal_fatalities,severe_event_count,percent_flooded_area,permanent_water,corrected_percent_flooded_area,population,impact_mean_flood_duration,impact_human_fatalities,impact_human_injuries,dfsi,risk_class
Upper Dibang Valley,ARUNACHAL PRADESH,0,,,,,,,,,,,,1.084032399,0.372682252,0.711350147,10102.0,5.0,5.0,1.0,9.841545884430838,Low
Saiha,MIZORAM,0,,,,,,,,,,,,2.96841934,0.016731928,2.951687412,65651.0,4.0,7.0,0.0,9.83880428968046,Low
Mahendragarh,HARYANA,8,4.0,14.0,2.5,4.342481186734475,0.0,,53.0,8.0,0.0,0.0,0.0,0.562223928,0.000562973,0.561660955,970462.0,7.0,2.0,0.0,9.834091081145813,Low
Imphal West,MANIPUR,12,4.833333333333333,17.0,3.0,4.764133677487409,0.0,,5.0,0.0,5.0,200.0,0.0,3.366895401,0.042914083,3.323981318,589610.0,5.0,2.0,0.0,9.824765631403093,Low
Dadra & Nagar Haveli,DADRA & NAGAR HAVE,0,,,,,,,,,,,,3.614704922,0.645537217,2.969167705,618459.0,1.0,10.0,0.0,9.82021116955276,Low
Puducherry,PUDUCHERRY,0,,,,,,,,,,,,1.760373358,0.820562264,0.939811094,1148821.0,4.0,6.0,0.0,9.745259263728006,Low
Dhamtari,CHHATTISGARH,2,1.5,2.0,1.5,0.7071067811865476,0.0,,17.0,2.0,0.0,0.0,0.0,1.523869436,1.570806706,0.04693727,897907.0,1.0,13.0,1.0,9.737562775263704,Low
Siddipet,TELANGANA,3,1.6666666666666667,2.0,2.0,0.5773502691896257,0.0,,1.0,0.0,0.0,1.0,0.0,0.469975702,0.091876715,0.378098987,1102022.0,7.0,2.0,0.0,9.736998679525309,Low
Siddharthnagar,UTTAR PRADESH,19,11.263157894736842,89.0,2.0,20.184818567051707,0.0,,1780.0,12.0,0.0,4032.0,0.0,13.40492833,0.022007889,13.38292044,3367475.0,1.0,0.0,0.0,9.72399035289081,Low
Serchhip,MIZORAM,7,3.4285714285714284,17.0,1.0,5.996030432909839,0.0,,59.0,1.0,0.0,0.0,0.0,1.328475491,0.0,1.328475491,61426.0,3.0,8.0,1.0,9.723515036831328,Low
Mancherial,TELANGANA,1,1.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.37206874,1.035405769,1.336662971,750195.0,10.0,1.0,0.0,9.717544076057568,Low
Jagitial,TELANGANA,1,8.0,8.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.696878929,0.394204469,1.30267446,1063443.0,14.0,1.0,0.0,9.679544393631508,Low
East Jaintia Hills,MEGHALAYA,3,1.0,1.0,1.0,0.0,0.0,,8.0,12.0,0.0,0.0,0.0,1.649728103,0.02228155,1.627446553,150787.0,5.0,4.0,0.0,9.65998633260374,Low
Niwari,MADHYA PRADESH,4,6.75,14.0,5.5,5.251983752196243,0.0,,68.0,0.0,0.0,2000.0,0.0,2.347448333,0.208926357,2.138521976,474884.0,8.0,2.0,0.0,9.638222930912182,Low
Charki Dadri,HARYANA,8,4.0,14.0,2.5,4.342481186734475,0.0,,53.0,8.0,0.0,0.0,0.0,0.854921696,0.002355435,0.852566261,545880.0,7.0,2.0,0.0,9.619373407745462,Low
Lower Siang,ARUNACHAL PRADESH,16,4.9375,17.0,3.0,4.986231041578399,0.0,,54.0,31.0,2.0,16.0,0.0,2.214148435,0.042159747,2.171988688,19141.0,5.0,4.0,1.0,9.609839787960246,Low
Chittaurgarh,RAJASTHAN,0,,,,,,,,,,,,1.068551638,1.101782041,0.033230403,1838803.0,10.0,4.0,0.0,9.594135959660097,Low
Kohima,NAGALAND,10,5.6,31.0,2.0,9.240009620004612,0.0,,14.0,0.0,0.0,0.0,0.0,0.321623488,0.0,0.321623488,311382.0,6.0,5.0,0.0,9.5925154353088,Low
Narayanpur,CHHATTISGARH,2,2.5,3.0,2.5,0.7071067811865476,0.0,,18.0,8.0,0.0,0.0,0.0,0.591873275,0.019401894,0.572471381,120311.0,2.0,6.0,2.0,9.55376214188696,Low
Ranga Reddy,TELANGANA,10,1.8,7.0,1.0,1.9321835661585915,0.0,,1.0,0.0,0.0,2.0,0.0,0.412349188,0.327322292,0.085026896,3667925.0,4.0,1.0,0.0,9.536145532868831,Low
North East,DELHI,15,1.3333333333333333,5.0,1.0,1.0465362369445672,0.0,,18.0,42.0,0.0,25.0,0.0,1.464774777,0.0,1.464774777,1444919.0,3.0,2.0,7.0,9.525736278273992,Low
South West Khasi Hills,MEGHALAYA,5,3.0,7.0,2.0,2.5495097567963922,0.0,,48.0,0.0,0.0,0.0,0.0,1.814196952,0.045431517,1.768765435,136573.0,3.0,5.0,0.0,9.505296323813456,Low
Sangareddy,TELANGANA,8,5.5,30.0,1.0,10.113640011673063,0.0,,49.0,9.0,0.0,6733.0,0.0,1.457531752,1.462695895,0.005164143,1729145.0,7.0,6.0,1.0,9.492916177630676,Low
South East,DELHI,14,1.3571428571428572,5.0,1.0,1.0818177620697815,0.0,,18.0,39.0,0.0,25.0,0.0,0.675204493,0.045915107,0.629289386,1758195.0,3.0,2.0,4.0,9.482388752073582,Low
Tirap,ARUNACHAL PRADESH,18,4.555555555555555,17.0,1.5,4.816909214328724,0.0,,54.0,31.0,2.0,16.0,0.0,0.650808941,0.020888139,0.629920802,69112.0,5.0,4.0,1.0,9.475632710698273,Low
Korba,CHHATTISGARH,3,1.6666666666666667,3.0,1.0,1.1547005383792517,0.0,,6.0,2.0,0.0,0.0,0.0,1.961395836,1.651028381,0.310367455,1414402.0,2.0,1.0,1.0,9.450878057206763,Low
Phek,NAGALAND,2,4.0,7.0,4.0,4.242640687119285,0.0,,3.0,2.0,0.0,0.0,0.0,1.968885678,0.002356585,1.966529093,164195.0,4.0,2.0,2.0,9.433797710693456,Low
Longding,ARUNACHAL PRADESH,19,4.684210526315789,17.0,1.0,4.784844495080824,0.0,,54.0,31.0,2.0,16.0,0.0,0.638916752,0.0,0.638916752,60400.0,5.0,4.0,1.0,9.380106398863669,Low
Kamle,ARUNACHAL PRADESH,17,4.764705882352941,17.0,5.0,4.308848624701063,0.0,,39.0,31.0,0.0,16.0,0.0,2.140222737,0.304270955,1.835951782,25202.0,5.0,3.0,1.0,9.357481439682791,Low
Zunheboto,NAGALAND,2,19.0,31.0,19.0,16.97056274847714,0.0,,13.0,0.0,0.0,0.0,0.0,0.640526895,0.0,0.640526895,135618.0,19.0,4.0,0.0,9.351020631650451,Low
Pakke Kessang,ARUNACHAL PRADESH,14,4.642857142857143,17.0,3.5,4.533756175065555,0.0,,39.0,31.0,0.0,16.0,0.0,1.745384121,0.023431627,1.721952494,18414.0,5.0,3.0,1.0,9.274304467085791,Low
East Nimar,MADHYA PRADESH,7,5.0,14.0,3.0,4.320493798938574,0.0,,79.0,0.0,0.0,2000.0,0.0,1.041803014,1.03067221,0.011130804,1518478.0,7.0,4.0,0.0,9.24772357188089,Low
Baloda Bazar,CHHATTISGARH,0,,,,,,,,,,,,3.669338228,0.368934666,3.300403562,1681629.0,2.0,0.0,0.0,9.197380868666414,Low
Agar Malwa,MADHYA PRADESH,0,,,,,,,,,,,,0.53688887,0.338892414,0.197996456,702666.0,6.0,2.0,0.0,9.189893645189708,Low
Jamtara,JHARKHAND,2,1.5,2.0,1.5,0.7071067811865476,0.0,,15.0,0.0,0.0,0.0,0.0,1.614168247,0.953600878,0.660567369,923311.0,6.0,1.0,0.0,9.108846380469975,Low
Shi Yomi,ARUNACHAL PRADESH,16,4.9375,17.0,3.0,4.986231041578399,0.0,,54.0,31.0,2.0,16.0,0.0,0.730870815,0.051292052,0.679578763,12507.0,5.0,4.0,1.0,9.096398933410187,Low
Jashpur,CHHATTISGARH,1,1.0,1.0,1.0,,0.0,,5.0,0.0,0.0,0.0,0.0,0.612002702,0.04317362,0.568829082,942821.0,1.0,2.0,0.0,9.061379751377704,Low
Kiphire,NAGALAND,2,19.0,31.0,19.0,16.97056274847714,0.0,,13.0,0.0,0.0,0.0,0.0,1.066560501,0.0,1.066560501,54731.0,19.0,4.0,0.0,9.05089449050156,Low
North West,DELHI,15,1.7333333333333334,7.0,1.0,1.791514389985135,0.0,,51.0,39.0,0.0,25.0,0.0,0.1,0.0,0.1,2287355.0,3.0,2.0,4.0,8.981260027282882,Low
Simdega,JHARKHAND,2,1.5,2.0,1.5,0.7071067811865476,0.0,,15.0,0.0,0.0,0.0,0.0,1.054648305,0.125948542,0.928699763,677321.0,2.0,1.0,0.0,8.94116808234982,Low
Dhanbad,JHARKHAND,3,1.3333333333333333,2.0,1.0,0.5773502691896257,0.0,,19.0,5.0,0.0,14.0,0.0,1.331577575,1.123698027,0.207879548,3014375.0,1.0,1.0,1.0,8.927454083908186,Low
Latehar,JHARKHAND,2,1.5,2.0,1.5,0.7071067811865476,0.0,,15.0,0.0,0.0,0.0,0.0,0.573164859,0.027933586,0.545231273,974550.0,2.0,1.0,0.0,8.923637897176071,Low
Dimapur,NAGALAND,3,3.6666666666666665,7.0,3.0,3.0550504633038935,0.0,,2.0,0.0,0.0,0.0,0.0,1.720970931,0.004473913,1.716497018,510639.0,4.0,1.0,0.0,8.881072108678037,Low
Lepa Rada,ARUNACHAL PRADESH,0,,,,,,,,,,,,0.870628148,0.0,0.870628148,22468.0,5.0,3.0,1.0,8.713845097816714,Low
Kumuram Bheem Asifabad,TELANGANA,3,1.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.762360552,0.6274381,1.134922452,561927.0,1.0,1.0,0.0,8.66093849709519,Low
Shahdol,MADHYA PRADESH,9,4.0,14.0,3.0,4.213074886588179,0.0,,68.0,6.0,0.0,2075.0,0.0,0.76725114,0.771098824,0.003847684,1075359.0,6.0,2.0,2.0,8.606111330127606,Low
Koriya,CHHATTISGARH,0,,,,,,,,,,,,0.581343442,0.102575658,0.478767784,763582.0,1.0,1.0,0.0,8.59284199242208,Low
Hazaribagh,JHARKHAND,15,3.2,14.0,2.0,3.3209293019532087,0.0,,135.0,12.0,0.0,32.0,0.0,0.550169328,0.473117617,0.077051711,2130620.0,1.0,1.0,1.0,8.551359145646899,Low
Saraikela-kharsawan,JHARKHAND,0,,,,,,,,,,,,1.982457722,1.685259625,0.297198097,1170854.0,2.0,1.0,0.0,8.535902648674234,Low
Chandigarh,CHANDIGARH,6,4.166666666666667,14.0,1.0,5.382068994974579,0.0,,4.0,0.0,0.0,0.0,0.0,0.001739235,0.000745464,0.000993771,897511.0,2.0,17.0,13.0,8.444719669556333,Low
Churachandpur,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,1.167264968,0.2279733,0.939291668,257051.0,7.0,0.0,0.0,8.413451680279724,Low
Senapati,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,0.710207411,0.0,0.710207411,459428.0,7.0,0.0,0.0,8.399273632440867,Low
Kabeerdham,CHHATTISGARH,2,1.5,2.0,1.5,0.7071067811865476,0.0,,0.0,0.0,0.0,0.0,0.0,0.818669924,0.253989706,0.564680218,1131600.0,2.0,0.0,0.0,8.3867421635168,Low
Mon,NAGALAND,1,7.0,7.0,7.0,,0.0,,1.0,0.0,0.0,0.0,0.0,2.746283665,0.00464644,2.741637225,228717.0,7.0,0.0,0.0,8.374345913494796,Low
South Andaman,ANDAMAN & NICOBAR,0,,,,,,,,,,,,1.443452407,0.0,1.443452407,257900.0,2.0,1.0,0.0,8.360463034157858,Low
Jangoan,TELANGANA,1,8.0,8.0,8.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.433243486,0.315476097,0.117767389,609289.0,14.0,1.0,0.0,8.296947751656099,Low
Umaria,MADHYA PRADESH,8,6.625,14.0,5.5,5.3967582862307255,0.0,,69.0,0.0,0.0,2002.0,0.0,0.907342834,0.911756287,0.004413453,849658.0,7.0,3.0,0.0,8.24755174208456,Low
Shahdara,DELHI,14,1.3571428571428572,5.0,1.0,1.0818177620697815,0.0,,18.0,39.0,0.0,25.0,0.0,0.1,0.0,0.1,1645700.0,3.0,2.0,4.0,8.206277741519726,Low
Pherzawl,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,2.387954764,0.021159458,2.366795306,54252.0,7.0,0.0,0.0,8.073969241981777,Low
Ukhrul,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,0.669906789,0.0,0.669906789,178796.0,7.0,0.0,0.0,8.053628266155952,Low
Kangpokpi,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,0.701396511,0.166897675,0.534498836,268532.0,7.0,0.0,0.0,8.00393638306531,Low
Kakching,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,3.624802358,0.104413907,3.520388451,180789.0,7.0,0.0,0.0,7.928141727053354,Low
Peren,NAGALAND,3,3.6666666666666665,7.0,3.0,3.0550504633038935,0.0,,2.0,0.0,0.0,0.0,0.0,0.587829484,0.001342531,0.586486953,96231.0,4.0,1.0,0.0,7.912089199797859,Low
Sukma,CHHATTISGARH,1,1.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.578192343,0.11146237,1.466729973,259382.0,1.0,0.0,0.0,7.909024380663381,Low
Chandel,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,0.632996,0.002124825,0.630871175,125173.0,7.0,0.0,0.0,7.865775829637234,Low
Jhargram,WEST BENGAL,0,,,,,,,,,,,,1.847517048,0.072751655,1.774765393,1247343.0,,0.0,0.0,7.851960065827975,Low
Wokha,NAGALAND,2,4.0,7.0,4.0,4.242640687119285,0.0,,1.0,0.0,0.0,0.0,0.0,2.044958036,0.491956258,1.553001778,164833.0,4.0,0.0,0.0,7.815000444608371,Low
Surajpur,CHHATTISGARH,0,,,,,,,,,,,,1.420793586,0.200734056,1.22005953,917283.0,,0.0,0.0,7.792234030913422,Low
Sahibzada Ajit Singh Nag*,PUNJAB,0,,,,,,,,,,,,0.112972873,0.010724633,0.10224824,1662669.0,10.0,0.0,0.0,7.786181657360266,Low
Mokokchung,NAGALAND,1,7.0,7.0,7.0,,0.0,,1.0,0.0,0.0,0.0,0.0,1.200974196,0.0,1.200974196,168849.0,7.0,0.0,0.0,7.757549146183988,Low
Jiribam,MANIPUR,5,6.6,17.0,5.0,6.228964600958975,0.0,,0.0,0.0,0.0,0.0,0.0,5.343630309,0.111022838,5.232607471,56027.0,7.0,0.0,0.0,7.702555124846091,Low
Tuensang,NAGALAND,1,7.0,7.0,7.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.650005813,0.0,0.650005813,197958.0,7.0,0.0,0.0,7.690746667159076,Low
South,DELHI,14,1.3571428571428572,5.0,1.0,1.0818177620697815,0.0,,18.0,39.0,0.0,25.0,0.0,0.006747594,0.0,0.006747594,1636592.0,3.0,2.0,4.0,7.686692945997747,Low
Kondagaon,CHHATTISGARH,0,,,,,,,,,,,,1.123981488,0.045498909,1.078482579,656011.0,,0.0,0.0,7.560307969081454,Low
Tirunelveli,TAMIL NADU,20,6.85,16.0,6.5,5.0081512504484555,0.0,,868.0,156.0,0.0,3164.0,0.0,0.61478851,0.622191008,0.007402498,1871307.0,1.0,3.0,0.0,7.541970999898446,Low
East Kameng,ARUNACHAL PRADESH,22,4.909090909090909,17.0,2.5,4.98482545817653,0.0,,82.0,31.0,2.0,16.0,0.0,1.388336152,0.061410827,1.326925325,87734.0,2.0,0.0,0.0,7.516648699454786,Low
Kamjong,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,0.610853038,0.129302233,0.481550805,61519.0,7.0,0.0,0.0,7.479566995010197,Low
North & Middle Andaman,ANDAMAN & NICOBAR,0,,,,,,,,,,,,1.3148171,0.0,1.3148171,101677.0,1.0,0.0,0.0,7.46257473986789,Low
Tengnoupal,MANIPUR,4,7.0,17.0,5.0,7.118052168020875,0.0,,0.0,0.0,0.0,0.0,0.0,0.539127806,0.0,0.539127806,75461.0,7.0,0.0,0.0,7.310092891311484,Low
Gariaband,CHHATTISGARH,0,,,,,,,,,,,,0.872452961,0.366717302,0.505735659,777859.0,,0.0,0.0,7.285327069503,Low
Dakshin Bastar Dantewada,CHHATTISGARH,2,1.0,1.0,1.0,0.0,0.0,,24.0,0.0,0.0,42.0,0.0,1.73160173,0.05840241,1.67319932,332104.0,,0.0,0.0,7.263513106542463,Low
Almora,UTTARAKHAND,12,2.5,14.0,1.0,3.729489363048366,0.0,,157.0,17.0,6.0,77.0,0.0,0.649027255,0.000454012,0.648573243,618943.0,,0.0,0.0,7.102979287602845,Low
Karaikal,PUDUCHERRY,1,7.0,7.0,7.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.148059852,1.327174677,0.179114825,220595.0,5.0,2.0,0.0,7.016885974680272,Low
Longleng,NAGALAND,1,7.0,7.0,7.0,,0.0,,1.0,0.0,0.0,0.0,0.0,2.847941427,0.010400483,2.837540944,30296.0,7.0,0.0,0.0,6.923534921461172,Low
Balod,CHHATTISGARH,1,3.0,3.0,3.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.692282824,0.717205888,0.024923064,961306.0,3.0,0.0,0.0,6.814171814275378,Low
Rajanna Sircilla,TELANGANA,2,3.5,6.0,3.5,3.5355339059327378,0.0,,0.0,0.0,0.0,0.0,0.0,0.563623248,0.564767428,0.00114418,587140.0,9.0,1.0,0.0,6.28564759560078,Low
Kodarma,JHARKHAND,0,,,,,,,,,,,,0.4952359,0.493650006,0.001585894,894355.0,2.0,1.0,0.0,5.936974084070552,Low
Yanam,PUDUCHERRY,1,7.0,7.0,7.0,,0.0,,0.0,0.0,0.0,0.0,0.0,32.6562,29.67097127,2.98522873,47877.0,7.0,0.0,0.0,5.860381611156025,Low
Bishnupur,MANIPUR,6,6.0,17.0,5.0,6.0332412515993425,0.0,,3.0,0.0,0.0,0.0,0.0,3.487839839,3.486841412,0.000998427,299943.0,6.0,1.0,0.0,5.479314363347237,Low
Daman,DAMAN & DIU,0,,,,,,,,,,,,2.853534384,1.308995942,1.544538442,190125.0,,0.0,0.0,5.2337505446842085,Low
Lakshadweep,LAKSHADWEEP,0,,,,,,,,,,,,17.42627711,13.42627711,4.0,60324.0,,0.0,0.0,4.858476899467763,Low
Nicobars,ANDAMAN & NICOBAR,0,,,,,,,,,,,,0.090612489,0.0,0.090612489,27340.0,,0.0,0.0,4.664727108280096,Low
Diu,DAMAN & DIU,0,,,,,,,,,,,,5.79981831,4.979981831,0.819836479,67412.0,,0.0,0.0,4.269141538160504,Low
Mahe,PUDUCHERRY,1,7.0,7.0,7.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.6545,1.410606801,0.243893199,50846.0,7.0,0.0,0.0,4.244484579746598,Low
East,DELHI,14,1.3571428571428572,5.0,1.0,1.0818177620697815,0.0,,18.0,39.0,0.0,25.0,0.0,0.1,0.0,0.1,1368632.0,,0.0,0.0,,
